partNumber,depth,height,length,weight
"W796-68,W796-68,024052857139","17.5","32.63","88","181"
"W797-18,W797-18,024052306927","20","32","42","96"
"W797-28,W797-28,024052306934","20","30","50","105"
"W797-38,W797-38,024052306941","20","30.13","60","122"
"W797-68,W797-68,024052408577","20","39","72.13","187"
"W814-30,W814-30,024052584615","18","28.75","67","116"
"W814-33,W814-33,024052584622","15.25","73.63","28.25","87"
"W814-34,W814-34,024052584639","15.25","73.5","28.25","88"
"W814-35,W814-35,024052584646","15","3.5","77.33","24"
"W814-68,W814-68,024052812152","18","36.13","74.13","162"
"W841-168,W841-168,024052869347","20","28.13","79.5","163"
"W841-68,W841-68,024052869354","20","28.25","79.38","166"
"W844-68,W844-68,024052869378","18","28.13","73.75","145"
"W854-68,W854-68,024052880649","16.13","32.38","68","175"
"W901-60,W901-60,024052644487","18.13","25.75","70.25","142"
"W901-68,W901-68,024052483338","18.25","35.88","65.5","124"
"W910-68,W910-68,024052786354","15.75","29.5","72","150"
"W989-68,W989-68,024052827187","19.88","32.88","83.38","175"
"W996-78,W996-78,024052812145","18","25.13","92.13","150"
"Z1411838,Z1411838,770521087995","22.13","30.13","43","60"
"Z1610744,Z1610744,770521092357","20","35.88","35.5","25"
"Z1610999,Z1610999,770521092388","20","30","47.38","57"
"Z1611054,Z1611054,770521092418","18.88","30.5","43.38","48"
"1770152,1770152,024052411560","42","42","57","119"
"1770177,1770177,024052411577","42","42","78","65"
"P008-703,P008-703,024052839609","18.88","18","15","9"
"P008-813,P008-813,024052839616","18.88","15.5","20","12"
"P008-827,P008-827,024052856446","35.25","37.13","31.25","50"
"P008-898,P008-898,024052839623","33.38","38","31.25","36"
"P009-703,P009-703,024052802313","18.88","18","15","10"
"P009-813,P009-813,024052809992","18.88","15.5","20","14"
"P009-898,P009-898,024052802320","33.38","38","31.25","37"
"P011-703,P011-703,024052518573","18.88","18","15","10"
"P011-776,P011-776,024052811889","32.13","24.5","32.13","48"
"P011-813,P011-813,024052810004","18.88","15.5","20","13"
"P011-827,P011-827,024052856453","35.25","37.13","31.25","50"
"P011-898,P011-898,024052518580","33.38","38","31.25","38"
"P012-703,P012-703,024052518597","18.88","18","15","9"
"P012-813,P012-813,024052810394","18.88","15.5","20","14"
"P012-898,P012-898,024052518603","33.38","38","31.25","37"
"P013-813,P013-813,024052810400","18.88","15.5","20","14"
"P013-898,P013-898,024052521450","33.38","38","31.25","38"
"P014-703,P014-703,024052518610","18.88","18","15","9"
"P014-813,P014-813,024052810417","18.88","15.5","20","14"
"P014-827,P014-827,024052856460","35.25","37.13","31.25","50"
"P014-898,P014-898,024052518627","33.38","38","31.25","37"
"P020-716,P020-716,024052822731","22.5","18","22.5","19"
"P030-660,P030-660,024052802337","23.38","30.25","38.63","38"
"P030-661,P030-661,024052802344","23.5","30","38.75","37"
"P040-772,P040-772,024052826173","19","24.25","19","42"
"P040-773,P040-773,024052826180","19","24.25","19","42"
"P042-776,P042-776,024052822748","27","23.88","27","50"
"P108-701,P108-701,024052868135","24","18.13","44.13","39"
"P108-820,P108-820,024052868142","30.5","41.63","30.88","74"
"P108-835,P108-835,024052856477","31.5","41.75","67","140"
"P111-701,P111-701,024052868159","24","18.13","44.13","39"
"P111-820,P111-820,024052868166","30.5","41.63","30.88","74"
"P111-835,P111-835,024052856484","31.5","41.75","67","140"
"P114-701,P114-701,024052868173","24","18.13","44.13","39"
"P114-820,P114-820,024052868180","30.5","41.63","30.88","74"
"P114-835,P114-835,024052856491","31.5","41.75","67","140"
"P160-703,P160-703,024052848755","16","14.38","38","12"
"P160-821,P160-821,024052848779","38","34.5","38","28"
"P168-827,P168-827,024052802351","38","40.5","24","23"
"P168-828,P168-828,024052802368","38","40.63","24.13","23"
"P187-776,P187-776,024052819830","48.13","25","48.13","79"
"P201-049,P201-049,024052822779","26","28","26","33"
"P201-050,P201-050,024052822786","26","28","26","35"
"P207-615,P207-615,024052819847","48","30","48","67"
"P208-124,P208-124,024052810424","29","46.63","26.13","100"
"P208-632,P208-632,024052810448","41.75","37.13","41.75","73"
"P209-601A,P209-601A,024052819854","26.5","41.13","25.13","76"
"P210-124,P210-124,024052810455","30","46.5","26","96"
"P210-601A,P210-601A,024052819878","25","41","25.25","78"
"P210-632,P210-632,024052810479","41.75","37","41.88","76"
"P210-642,P210-642,024052819892","37.5","37","71.75","101"
"P211-124,P211-124,024052810486","30","46.5","26","96"
"P211-130,P211-130,024052776614","26.75","52","26.25","96"
"P211-613,P211-613,024052776638","45.13","42","45.13","68"
"P211-632,P211-632,024052810509","41.75","37.13","41.5","70"
"P212-601A,P212-601A,024052819908","26.5","41.13","25.13","76"
"P216-050,P216-050,024052822793","25.75","28.5","25.75","40"
"P220-113,P220-113,024052779202","20.38","39.38","49.25","72"
"P220-115,P220-115,024052779219","54","29.13","32","98"
"P283-703,P283-703,024052822809","15.88","17.75","27","8"
"P283-815,P283-815,024052779745","78.38","37","30.5","68"
"P285-815,P285-815,024052779110","79.25","40.63","24.25","48"
"P297-070,P297-070,024052848793","84.38","32.38","89.13","117"
"P301-070,P301-070,024052646641","85.5","31.5","90","118"
"P302-070,P302-070,024052755442","89.5","31.25","57.5","114"
"P304-050,P304-050,024052793536","22.88","28.25","22.88","30"
"P305-050,P305-050,024052779196","28.13","28.88","28.13","50"
"P312-049,P312-049,024052822816","27.88","31.25","26.5","11"
"P312-050,P312-050,024052822823","27.88","31.25","26.5","29"
"P313-046,P313-046,024052829600","24","29.75","24.38","39"
"P323-601A,P323-601A,024052834505","30.5","41.5","26.88","56"
"P323-603A,P323-603A,024052834529","28.25","42.5","24.5","44"
"P323-635,P323-635,024052834543","94","29.63","42","78"
"P328-080,P328-080,024052810516","23.5","29.63","43","69"
"P330-080,P330-080,024052810554","24.75","32.38","47","76"
"P334-081,P334-081,024052646764","30.5","32","75.5","163"
"P335-081,P335-081,024052848809","30.63","36","81.25","158"
"P338-080,P338-080,024052810561","29","32","47","91"
"P340-701,P340-701,024052868197","25.38","16.63","44.38","31"
"P340-702,P340-702,024052868227","21.5","22.88","22.5","18"
"P340-820,P340-820,024052868234","31","36","32.25","30"
"P340-835,P340-835,024052868241","31","36","56.5","48"
"P340-838,P340-838,024052868258","31","36","80.38","65"
"P342-701,P342-701,024052802405","22","17","39","23"
"P342-835,P342-835,024052802436","33","33","52.75","55"
"P345-035,P345-035,024052810523","29","34","54.75","81"
"P345-820,P345-820,024052810530","33.25","35.25","31","66"
"P349-034,P349-034,024052793758","30","32.5","52.5","66"
"P349-035,P349-035,024052779714","30","32.25","52.5","67"
"P349-820,P349-820,024052779721","29.75","33.25","28.63","56"
"P349-821,P349-821,024052793765","29.5","33.75","28.63","52"
"P358-601A,P358-601A,024052822830","23.5","32.88","23.63","30"
"P358-615,P358-615,024052822847","42","29.38","42","43"
"P359-601A,P359-601A,024052822854","23.5","32.88","25.63","30"
"P359-615,P359-615,024052822878","42","29.38","42","39"
"P362-701,P362-701,024052755459","22.5","16.88","39.75","19"
"P369-601,P369-601,024052810899","25.5","31.25","18.38","20"
"P369-615,P369-615,024052810905","42.25","29.38","42.25","44"
"P372-601,P372-601,024052810110","23.5","29.38","23","36"
"P372-615,P372-615,024052810134","35.25","28.25","35.25","24"
"P384-603A,P384-603A,024052834550","26.5","38.38","25","70"
"P384-604A,P384-604A,024052834574","26.5","38.25","25","100"
"P384-625,P384-625,024052834598","42.13","29.5","71.63","109"
"P390-700,P390-700,024052830323","30","18","48","17"
"P390-706,P390-706,024052830330","22","22.88","22","10"
"P390-820,P390-820,024052830347","34.13","31.63","31.13","62"
"P390-835,P390-835,024052830361","34.13","31.63","53.75","53"
"P390-838,P390-838,024052830378","33.25","28.33","76.5","76"
"P399-601A,P399-601A,024052830385","28.25","35.5","27.13","26"
"P399-625,P399-625,024052830408","42","28.88","80","69"
"P407-600,P407-600,024052810141","15.88","17.5","46.88","24"
"P407-601A,P407-601A,024052810158","23","36","22","37"
"P407-602A,P407-602A,024052822885","25","36","22","28"
"P407-615,P407-615,024052822908","46.13","29.5","46.13","40"
"P407-625,P407-625,024052810172","31.63","29.75","59","48"
"P417-701,P417-701,024052810189","23.88","16.75","47.88","37"
"P417-702,P417-702,024052810196","21.5","23","21.5","23"
"P417-820,P417-820,024052810295","29.13","33.5","30.5","100"
"P417-835,P417-835,024052810318","29.5","33","55","78"
"P417-838,P417-838,024052810325","30.5","33.25","79.25","103"
"P420-600,P420-600,024052810936","14.75","18.75","53.5","36"
"P420-601A,P420-601A,024052810943","27","37","25.25","31"
"P420-625,P420-625,024052810950","41.88","28.75","72.38","106"
"P420-701,P420-701,024052810332","23.88","18.13","47.75","40"
"P420-702,P420-702,024052810349","21.38","23.13","21.38","23"
"P420-707,P420-707,024052819922","24.88","2.5","25.75","10"
"P420-820,P420-820,024052810356","32","35.5","29.5","88"
"P420-835,P420-835,024052810370","34.5","35","53.5","73"
"P420-838,P420-838,024052810387","28","35.5","77.25","108"
"P420-898,P420-898,024052819939","31","37.5","30.25","42"
"P439-600,P439-600,024052830415","18","19","50","25"
"P439-625,P439-625,024052830422","35.5","27.75","58.88","48"
"P439-702,P439-702,024052830439","22.25","20","22.25","20"
"P439-820,P439-820,024052830446","34.75","34.5","30.25","36"
"P439-846,P439-846,024052830453","32.88","34.25","24.38","25"
"P439-854,P439-854,024052830460","33.38","34.25","103.5","100"
"P439-877,P439-877,024052830477","32.88","34.13","62.13","54"
"P440-701,P440-701,024052646825","27.25","18.13","50.5","31"
"P440-702,P440-702,024052646832","22.25","23.25","22.25","18"
"P440-846,P440-846,024052646849","34","36","24","21"
"P440-854,P440-854,024052646856","34","35","51.25","84"
"P440-877,P440-877,024052646863","41","34","70","43"
"P455-625,P455-625,024052646870","33.38","27.75","58.88","41"
"P455-820,P455-820,024052646887","30.25","33.5","26.75","26"
"P455-822,P455-822,024052646894","80.5","33.75","104","140"
"P458-814,P458-814,024052810578","34.63","18.5","34.63","19"
"P458-846,P458-846,024052810585","33.5","33.25","29","44"
"P458-853,P458-853,024052810608","14","21.25","33.75","11"
"P458-861,P458-861,024052810615","42","33.5","84.5","56"
"P458-877,P458-877,024052810622","34","33.5","34","58"
"P459-814,P459-814,024052810813","32","19.5","32","21"
"P459-846,P459-846,024052810820","34.5","34","29","48"
"P459-853,P459-853,024052810837","33.88","20.88","14.25","13"
"P459-861,P459-861,024052810844","42","34","86","70"
"P459-877,P459-877,024052810851","34","33.5","34","69"
"P460-601,P460-601,024052648676","24.38","39.25","20.5","28"
"P460-601A,P460-601A,024052648683","24.5","39.38","24","30"
"P465-625,P465-625,024052848854","35.5","27.38","59","49"
"P465-820,P465-820,024052848861","34.5","38.38","30.63","43"
"P465-822,P465-822,024052848878","86.38","37.5","111.5","200"
"P505-706,P505-706,024052830484","22.25","22.25","22.25","11"
"P505-708,P505-708,024052830491","35.75","18.13","35.75","21"
"P505-821,P505-821,024052830507","37","35.5","37.75","78"
"P507-706,P507-706,024052830521","22","22","22","12"
"P507-720,P507-720,024052830538","28.5","18.38","49","30"
"P507-814,P507-814,024052830545","22.25","17","37.5","21"
"P507-820,P507-820,024052830552","34","34.5","38.25","40"
"P507-835,P507-835,024052830569","34","30.5","62.63","60"
"P507-838,P507-838,024052830576","34","34.5","88","83"
"P514-701,P514-701,024052810677","31.75","16","47.75","33"
"P514-702,P514-702,024052810684","22","20","24","14"
"P514-820,P514-820,024052810691","34","36","32.75","31"
"P514-835,P514-835,024052810707","34","35.5","57.75","50"
"P514-838,P514-838,024052810714","34.5","36","82.88","68"
"P518-600,P518-600,024052830583","17","16.5","54","24"
"P518-601A,P518-601A,024052830590","24.13","37.75","24.25","42"
"P518-602A,P518-602A,024052830613","27.38","37.75","23.88","56"
"P518-625,P518-625,024052830637","42","29.25","80","68"
"P518-701,P518-701,024052810721","26.63","17.75","49.75","36"
"P518-702,P518-702,024052810738","22.25","22.63","22.13","24"
"P518-821,P518-821,024052810745","34","33","32.25","44"
"P518-835,P518-835,024052810752","34.75","38","55.5","64"
"P518-838,P518-838,024052810769","36.5","37.75","80","84"
"P520-130,P520-130,024052810776","26.38","45","20.5","34"
"P520-665,P520-665,024052810783","42","39","72","116"
"P560-701,P560-701,024052856507","24.13","18.13","48.75","52"
"P560-702,P560-702,024052856514","23.5","24","23.5","35"
"P560-821,P560-821,024052856521","34.38","37","27.88","68"
"P560-835,P560-835,024052856538","36.5","37","52","92"
"P560-838,P560-838,024052856545","36.5","37","75.88","121"
"P564-600,P564-600,024052856552","18.75","19.25","54.38","37"
"P564-601,P564-601,024052856569","27","36.75","20.5","64"
"P564-601A,P564-601A,024052856576","26.88","37","25.38","84"
"P564-625,P564-625,024052856606","42","29","84","188"
"P564-701,P564-701,024052856613","26.5","18","48.75","53"
"P564-702,P564-702,024052856620","22","24","22","32"
"P564-821,P564-821,024052856637","34.75","36.5","30.75","80"
"P564-835,P564-835,024052856644","34","35.38","55","107"
"P564-838,P564-838,024052856651","34","35.38","78.88","141"
"P572-701,P572-701,024052903119","30","17.75","48","30.8"
"P572-706,P572-706,024052903133","22","22.81","22","15.4"
"P572-814,P572-814,024052903140","28","19.5","28","33"
"P572-821,P572-821,024052903157","31.5","32","32","57.2"
"P572-835,P572-835,024052903164","33.75","35","60","101.2"
"P572-838,P572-838,024052903171","33.75","35","88","129.8"
"P660-814,P660-814,024052837162","33.63","18.25","33.63","38"
"P660-846,P660-846,024052837179","39.25","33","33.63","65"
"P660-875,P660-875,024052837186","39.25","33","39.25","89"
"P660-876,P660-876,024052837193","39.25","33","39.25","87"
"P660-877,P660-877,024052837209","39.25","33","39.25","88"
"P671-601A,P671-601A,024052903188","24.88","25.98","23.15","9.62"
"P671-602A,P671-602A,024052903201","25.35","25.98","23.15","20.42"
"P671-625,P671-625,024052903225","41.93","29.02","83.98","11.89"
"P671-701,P671-701,024052903232","26.97","18","48.82","42"
"P671-702,P671-702,024052903249","22.83","24.02","22.83","23.19"
"P671-814,P671-814,024052903256","24.02","18.5","28","12.78"
"P671-821,P671-821,024052903263","31.5","27","31.5","91.3"
"P671-835,P671-835,024052903270","31.5","27","59.45","43.93"
"P671-838,P671-838,024052903287","31.5","26.54","87.48","88.99"
"P701-701,P701-701,024052903294","25.28","18.5","48.9","36.5"
"P701-702,P701-702,024052903300","23.7","22.05","23.7","21.5"
"P701-821,P701-821,024052903317","36.42","36.1","33.46","57.2"
"P701-835,P701-835,024052903324","36.42","36.1","61.5","68"
"P701-838,P701-838,024052903331","36.42","36.1","89.49","96.8"
"P704-701,P704-701,024052903348","28","18","48","61.6"
"P704-702,P704-702,024052903355","22","20.4","22","22.99"
"P704-821,P704-821,024052903362","36","32","37.5","60.46"
"P704-846,P704-846,024052903379","36","32","28","35.2"
"P704-854,P704-854,024052903386","36","32","60.75","129.58"
"P704-877,P704-877,024052903393","42.4","32","67.5","68.53"
"P711-701,P711-701,024052903409","29.92","17.52","50","51.7"
"P711-702,P711-702,024052903416","22.5","23","22.5","27.5"
"P711-821,P711-821,024052903423","38.6","31","39.73","99"
"P711-846,P711-846,024052903454","38.6","31","32","62.7"
"P711-854,P711-854,024052903461","38.6","31","70","246.4"
"P711-877,P711-877,024052903478","38.6","31","38.6","82.5"
"P730-601A,P730-601A,024052802375","25.38","37.75","24.75","38"
"P730-615,P730-615,024052802382","46","29.75","46","43"
"P749-130,P749-130,024052856668","26.88","44.5","20.38","29"
"P749-665,P749-665,024052856682","55.75","39.13","55.75","114"
"P750-130,P750-130,024052518634","26.5","44.63","20.25","30"
"P750-665,P750-665,024052518702","55.88","39","55.88","117"
"P750-776,P750-776,024052648751","47.75","25.13","47.75","76"
"P750-821,P750-821,024052518733","37","37","32.5","92"
"P750-835,P750-835,024052518757","35.75","38.25","58.5","58"
"P750-838,P750-838,024052518764","34","37","84.38","77"
"P783-701,P783-701,024052648768","30","16.25","48","42"
"P783-702,P783-702,024052648775","20.13","22.25","20.25","20"
"P783-814,P783-814,024052648799","28.25","20","28.25","17"
"P783-815,P783-815,024052648805","77","40","28","40"
"P783-820,P783-820,024052648812","36","28.25","42.25","42"
"P783-835,P783-835,024052648829","35.63","35.5","70.5","68"
"P783-838,P783-838,024052648836","36","37","97.13","90"
"P784-814,P784-814,024052848892","28.5","19.5","28.5","20"
"P784-815,P784-815,024052848908","76.88","17.25","28.13","44"
"P784-821,P784-821,024052848915","36.25","35","42.63","56"
"P784-835,P784-835,024052848922","36","36","71","75"
"P784-838,P784-838,024052848939","36","36","97.38","100"
"P791-600,P791-600,024052447408","17","20.38","54","26"
"P791-601,P791-601,024052447415","25.63","40.25","20.75","28"
"P791-601A,P791-601A,024052447422","25.63","40.25","25.5","44"
"P791-625,P791-625,024052447439","42.25","29.25","84.25","198"
"P791-701,P791-701,024052447446","28.13","18.25","48.25","78"
"P791-702,P791-702,024052447453","22.25","22.25","22.25","34"
"P791-773,P791-773,024052646900","30","25.13","58","82"
"P791-815,P791-815,024052848885","79.38","39.75","30.13","36"
"P791-821,P791-821,024052518436","38.13","34","35.38","45"
"P791-835,P791-835,024052903485","36.61","29.92","57.09","65.5"
"P791-838,P791-838,024052518443","37.75","34.63","82.25","79"
"P791-846,P791-846,024052447460","37.75","34.63","24.75","25"
"P791-851,P791-851,024052447477","41.5","34.63","73.5","58"
"P791-854,P791-854,024052447484","37.75","34.63","107","99"
"P792-600,P792-600,024052868265","17","20.38","54","26"
"P792-601,P792-601,024052868272","25.63","40.25","20.75","28"
"P792-601A,P792-601A,024052868289","25.63","40.25","25.5","44"
"P792-625,P792-625,024052868296","42.25","29.25","84.25","198"
"P792-701,P792-701,024052868302","28.13","18.25","48.25","78"
"P792-702,P792-702,024052868319","22.25","22.25","22.25","34"
"P792-773,P792-773,024052868326","30","25.13","58","82"
"P792-821,P792-821,024052868333","38.13","34","35.38","45"
"P792-838,P792-838,024052868340","37.75","34.63","82.25","79"
"P792-846,P792-846,024052868357","37.75","34.63","24.75","25"
"P792-851,P792-851,024052868364","41.5","34.63","73.5","58"
"P792-854,P792-854,024052868371","37.75","34.63","107","99"
"P798-601A,P798-601A,024052856699","24.5","36","25.25","29"
"P798-602A,P798-602A,024052856712","25.75","35.75","25.38","46"
"P798-625,P798-625,024052856736","42","28.88","80","65"
"P798-701,P798-701,024052856743","28","18","49.88","51"
"P798-702,P798-702,024052856750","21.63","23.25","21.63","24"
"P798-814,P798-814,024052856767","24.5","19","35.13","21"
"P798-821,P798-821,024052856774","35","36","36.38","53"
"P798-835,P798-835,024052856781","36.25","35.88","58.5","66"
"P798-838,P798-838,024052856798","36.25","35.88","82.63","90"
"P801-820,P801-820,024052518542","35","32","30","35"
"P801-835,P801-835,024052518559","35","32","55.5","48"
"P801-838,P801-838,024052518566","35","32","81","108"
"P802-600,P802-600,024052810790","14","19","54","35"
"P802-601A,P802-601A,024052776645","24.25","37.13","24.75","62"
"P802-625,P802-625,024052776669","42","28.88","72.38","94"
"P802-701,P802-701,024052776676","24.13","18.13","48","35"
"P802-702,P802-702,024052776683","21.5","23.13","21.38","21"
"P802-815,P802-815,024052810806","78","24.38","32.75","85"
"P802-820,P802-820,024052776690","32.5","37","30","96"
"P802-835,P802-835,024052776713","32.5","37","54","82"
"P802-838,P802-838,024052776720","32.5","37","79.75","116"
"P802-898,P802-898,024052776737","33","37.25","31","39"
"P804-701,P804-701,024052776744","25.88","18.13","48.88","30"
"P804-702,P804-702,024052776751","22","20.5","22.13","21"
"P804-846,P804-846,024052776768","34.25","35.25","28.13","39"
"P804-854,P804-854,024052776775","34.75","35","59.13","166"
"P804-877,P804-877,024052776782","44","35.5","63","82"
"P805-701,P805-701,024052648843","26","18.63","50","37"
"P805-702,P805-702,024052648850","24","22","24","22"
"PA160-003,PA160-003,024052852264","20","6.5","33","4.41"
"PA160-003S,PA160-003S,024052852875","10","8","26","2.2"
"PA187-002,PA187-002,024052840254","23.19","7","24","3.68"
"PA226-002,PA226-002,024052819076","18.7","2.05","20.67","1"
"PA285-002,PA285-002,024052779349","24","2.75","79.5","5.2"
"PA297-001,PA297-001,024052852271","16","7","16","1.5"
"PA297-002,PA297-002,024052852288","26","5.5","26","4"
"PA297-003,PA297-003,024052852295","16","9","26","4"
"PA297-013,PA297-013,024052852301","15.5","9","26","4"
"PA297-023,PA297-023,024052852318","15.5","9","30","4.5"
"PA30-1,PA30-1,024052463897","","","","2"
"PA301-001,PA301-001,024052652208","","","","1.3"
"PA301-002,PA301-002,024052652215","","","","5"
"PA301-003,PA301-003,024052652222","","","","2.8"
"PA301-013,PA301-013,024052652239","","","","2.8"
"PA301-023,PA301-023,024052652246","","","","2.8"
"PA302-001,PA302-001,024052804225","16","5","16","1.3"
"PA302-002,PA302-002,024052826081","26.19","5.5","26.19","4.99"
"PA302-003,PA302-003,024052804232","16","5.69","26.19","2.79"
"PA302-013,PA302-013,024052804249","16","5.69","26.19","2.79"
"PA302-023,PA302-023,024052804256","16","5.69","26.19","2.79"
"PA305-002,PA305-002,024052779295","20","3.25","21","1.8"
"PA307-002,PA307-002,024052530384","","","","1"
"PA308-001,PA308-001,024052530391","","","","1"
"PA308-002,PA308-002,024052530407","","","","2"
"PA309-002,PA309-002,024052779332","18.75","2","20","1.1"
"PA313-002,PA313-002,024052823301","21.5","3.5","21.25","1.55"
"PA313-003,PA313-003,024052823318","20","6","20","1.4"
"PA313-012,PA313-012,024052823325","20.25","3.5","17.75","1.25"
"PA325-003,PA325-003,024052530438","21","6","22","5.5"
"PA328-002,PA328-002,024052840353","19.49","1.97","20.16","1.5"
"PA328-012,PA328-012,024052840360","19.49","1.97","40.24","2.33"
"PA333-001,PA333-001,024052467888","16.5","6.61","16.5","1"
"PA333-003,PA333-003,024052467901","17.76","7.01","22.99","3"
"PA334-001,PA334-001,024052652147","","","","1.3"
"PA334-002,PA334-002,024052652154","","","","3"
"PA334-003,PA334-003,024052652161","","","","2"
"PA335-001,PA335-001,024052852325","16","7","16","1.5"
"PA335-002,PA335-002,024052852332","24","6","24","7"
"PA335-003,PA335-003,024052852349","18","6.5","24","4"
"PA338-002,PA338-002,024052829853","23.23","3.54","22.05","2.2"
"PA338-003,PA338-003,024052829860","21.65","2.95","17.13","1.32"
"PA338-012,PA338-012,024052829877","43.5","3.54","26.97","3.97"
"PA340-001,PA340-001,024052875126","16.53","4.72","15.75","1.25"
"PA340-002,PA340-002,024052875133","24","5.9","24","4.88"
"PA340-003,PA340-003,024052875140","24","7.87","18.11","3.53"
"PA342-001,PA342-001,024052819083","16","6","16","2.86"
"PA342-002,PA342-002,024052819090","23.07","5.12","23.5","7"
"PA342-003,PA342-003,024052819113","16.57","3.94","23.5","6"
"PA345-002,PA345-002,024052838770","27.17","3.94","23.82","3.6"
"PA345-003,PA345-003,024052838794","21.26","6.69","26.77","2.9"
"PA348-001,PA348-001,024052802702","16","6","16","1.1"
"PA348-002,PA348-002,024052802719","23.5","6","24","4.85"
"PA348-003,PA348-003,024052802726","17","4.5","24","2.2"
"PA348-012,PA348-012,024052802733","23.5","6","48","9.48"
"PA348-013,PA348-013,024052802740","17","4.5","48","5.29"
"PA349-001,PA349-001,024052779769","16","6","16","1.1"
"PA349-002,PA349-002,024052779776","23.5","6","24","4.85"
"PA349-003,PA349-003,024052779783","17","4.5","24","2.2"
"PA349-011,PA349-011,024052839265","16","6","16","1.1"
"PA349-012,PA349-012,024052779790","23.5","6","48","9.5"
"PA349-013,PA349-013,024052779813","17","4.5","48","5.3"
"PA349-022,PA349-022,024052839272","23.5","6","24","4.85"
"PA349-023,PA349-023,024052839289","17","4.5","24","2.2"
"PA349-032,PA349-032,024052839296","23.5","6","48","9.5"
"PA349-033,PA349-033,024052839326","17","4.5","48","5.3"
"PA350-002,PA350-002,024052779301","23.75","5","22.5","2.6"
"PA350-003,PA350-003,024052779318","18","4.75","22.5","2.15"
"PA350-012,PA350-012,024052779325","23.75","5","50","5.95"
"PA350-013,PA350-013,024052779578","18","4.75","24.75","2.3"
"PA351-002,PA351-002,024052785395","","","","2"
"PA351-003,PA351-003,024052785401","","","","1"
"PA358-002,PA358-002,024052823332","19","3","22","1.34"
"PA359-002,PA359-002,024052823349","19","3","22","1.34"
"PA361-001,PA361-001,024052652178","","","","1.3"
"PA361-002,PA361-002,024052652185","","","","5"
"PA361-003,PA361-003,024052652192","","","","2.8"
"PA362-001,PA362-001,024052804270","15.55","7.09","15.55","1.76"
"PA362-002,PA362-002,024052804287","22.44","6.69","23.82","6.6"
"PA362-003,PA362-003,024052804294","22.44","6.69","25","5.5"
"PA372-002,PA372-002,024052840377","18.31","2.36","18.31","1.1"
"PA390-001,PA390-001,024052840162","16","7","16","1.1"
"PA390-002,PA390-002,024052840179","27","7.31","23.83","6"
"PA390-003,PA390-003,024052840186","19","10","23.25","4"
"PA390-011,PA390-011,024052840193","16","7","16","1.1"
"PA390-012,PA390-012,024052840209","27","7.31","23.83","6"
"PA390-022,PA390-022,024052840216","27","7.31","23.83","6"
"PA390-032,PA390-032,024052840223","27","7.31","23.83","6"
"PA399-002,PA399-002,024052840261","17.13","2.87","19.29","1.37"
"PA40-1,PA40-1,024052463903","","","","2"
"PA407-002,PA407-002,024052840384","18.78","1.97","18.86","1"
"PA414-001,PA414-001,024052467918","17.91","6.3","17.91","1.85"
"PA417-001,PA417-001,024052829822","16.54","6.89","16.54","1.28"
"PA417-002,PA417-002,024052829839","24.61","7.48","29.53","4.72"
"PA417-003,PA417-003,024052829846","16.14","7.48","24.61","3.17"
"PA420-001,PA420-001,024052829778","16.54","6.89","16.54","1.54"
"PA420-002,PA420-002,024052829785","24.61","7.48","25.2","5.19"
"PA420-003,PA420-003,024052829792","20.08","8.27","24.61","3.56"
"PA420-012,PA420-012,024052829808","19.29","2.36","20.87","1.19"
"PA420-022,PA420-022,024052829815","14.76","1.97","54.33","3.32"
"PA439-001,PA439-001,024052839944","16","7","16","1.1"
"PA439-002,PA439-002,024052839951","27.25","7.25","23.5","6"
"PA439-003,PA439-003,024052839968","18.75","8","23.5","5"
"PA439-011,PA439-011,024052839975","16","7","16","1.1"
"PA439-012,PA439-012,024052839982","29","7.25","58","12"
"PA439-013,PA439-013,024052839999","21","8","34","5.5"
"PA439-022,PA439-022,024052840100","15.5","7.25","47.5","7"
"PA440-001,PA440-001,024052651911","","","","1.3"
"PA440-011,PA440-011,024052651942","","","","1.3"
"PA440-021,PA440-021,024052651973","","","","1.3"
"PA443-001,PA443-001,024052472530","16.5","7","5","2"
"PA443-012,PA443-012,024052472561","26.5","7.48","52.99","11.86"
"PA445-001,PA445-001,024052468052","15.5","5.5","15.5","1"
"PA451-011,PA451-011,024052468083","16.93","6.3","16.73","1"
"PA451-021,PA451-021,024052468090","16.93","6.3","16.73","1.46"
"PA452-001,PA452-001,024052468168","16.54","6.5","16.54","1"
"PA452-011,PA452-011,024052468199","16.54","6.5","16.54","1"
"PA453-022,PA453-022,024052468304","36.77","7.01","78.74","14"
"PA455-001,PA455-001,024052651980","16.5","5.5","16.5","1.3"
"PA455-002,PA455-002,024052651997","23.6","4","23.6","5.5"
"PA455-003,PA455-003,024052652086","18.1","8.7","23.2","2.8"
"PA455-011,PA455-011,024052652093","16.5","5.5","16.5","1.7"
"PA455-012,PA455-012,024052652109","22","4","22","5"
"PA455-013,PA455-013,024052652116","18.1","8.7","23.2","2.8"
"PA455-023,PA455-023,024052652123","18.1","8.7","23.2","2.8"
"PA455-033,PA455-033,024052652130","18.1","8.7","21.3","2"
"PA456-001,PA456-001,024052468328","17.72","5.91","17.72","1.3"
"PA458-001,PA458-001,024052825640","15.75","7.09","15.75","1.32"
"PA458-002,PA458-002,024052825657","16.54","4.72","28.74","5.61"
"PA458-003,PA458-003,024052825664","16.54","7.09","28.74","3.08"
"PA458-011,PA458-011,024052825671","15.75","7.09","15.75","1.32"
